"일련번호","시장/마트 번호","시장/마트 이름","품목 번호","품목 이름","실판매규격","가격(원)","년도-월","비고","점검일자","시장유형 구분(시장/마트) 코드","시장유형 구분(시장/마트) 이름","자치구 코드","자치구 이름"
"1301096","25","방학동도깨비시장","305","사과(부사 300g)","1개 312g","2000","2018-09","경북","2018-09-27","001","전통시장","320000","도봉구"
"1301097","25","방학동도깨비시장","306","배(신고 600g)","1개 780g","2500","2018-09","전라도","2018-09-27","001","전통시장","320000","도봉구"
"1301098","25","방학동도깨비시장","307","배추(2.5~3kg)","1포기 1.6kg","3333","2018-09","강원도1망3포기10000원","2018-09-27","001","전통시장","320000","도봉구"
"1301099","25","방학동도깨비시장","308","무(1kg)","1개 1.3kg","3500","2018-09","강원도","2018-09-27","001","전통시장","320000","도봉구"
"1301100","25","방학동도깨비시장","309","양파(1.5kg망)","1.5kg","2000","2018-09","무안","2018-09-27","001","전통시장","320000","도봉구"
"1301101","25","방학동도깨비시장","310","상추(100g)","100g","1250","2018-09","경기도400g5000원","2018-09-27","001","전통시장","320000","도봉구"
"1301102","25","방학동도깨비시장","311","오이(다다기)","1개","400","2018-09","경기도5개2000원","2018-09-27","001","전통시장","320000","도봉구"
"1301103","25","방학동도깨비시장","312","애호박","1개","1000","2018-09","경기도","2018-09-27","001","전통시장","320000","도봉구"
"1301104","25","방학동도깨비시장","58","쇠고기(한우불고기)","600g","24798","2018-09","포천한우100g4133원","2018-09-27","001","전통시장","320000","도봉구"
"1301105","25","방학동도깨비시장","52","돼지고기(삼겹살)","600g","14800","2018-09","포천돼지.100g2467원","2018-09-27","001","전통시장","320000","도봉구"
"1301106","25","방학동도깨비시장","283","닭고기(육계)","1마리 1kg","6000","2018-09","전라도하림","2018-09-27","001","전통시장","320000","도봉구"
"1301107","25","방학동도깨비시장","171","달걀(10개)","10개","2000","2018-09","경기도영양란","2018-09-27","001","전통시장","320000","도봉구"
"1301108","25","방학동도깨비시장","320","달걀(30개)","30개","5000","2018-09","경기도특란","2018-09-27","001","전통시장","320000","도봉구"
"1301109","25","방학동도깨비시장","260","조기(냉동수입산)","1마리 11cm","1200","2018-09","중국산참조기","2018-09-27","001","전통시장","320000","도봉구"
"1301110","25","방학동도깨비시장","152","명태(러시아냉동)","1마리 42cm","3000","2018-09","","2018-09-27","001","전통시장","320000","도봉구"
"1301111","25","방학동도깨비시장","256","오징어(냉동국산)","1마리 30cm","4000","2018-09","속초2마리8000원","2018-09-27","001","전통시장","320000","도봉구"
"1301112","25","방학동도깨비시장","266","고등어(생물국산)","1마리 30cm","3000","2018-09","부산","2018-09-27","001","전통시장","320000","도봉구"
"1301113","26","신창시장","305","사과(부사 300g)","1개 298g","2000","2018-09","경북","2018-09-27","001","전통시장","320000","도봉구"
"1301114","26","신창시장","306","배(신고 600g)","1개 802g","2500","2018-09","전라도","2018-09-27","001","전통시장","320000","도봉구"
"1301115","26","신창시장","307","배추(2.5~3kg)","1포기 1.8kg","3000","2018-09","강원도1망3포기9000원","2018-09-27","001","전통시장","320000","도봉구"
"1301116","26","신창시장","133","무(세척무)","1개 1.3kg","3000","2018-09","강원도","2018-09-27","001","전통시장","320000","도봉구"
"1301117","26","신창시장","309","양파(1.5kg망)","1.5kg","2000","2018-09","무안","2018-09-27","001","전통시장","320000","도봉구"
"1301118","26","신창시장","310","상추(100g)","100g","1125","2018-09","경기도400g4500원","2018-09-27","001","전통시장","320000","도봉구"
"1301119","26","신창시장","311","오이(다다기)","1개","500","2018-09","경기도2개1000원","2018-09-27","001","전통시장","320000","도봉구"
"1301120","26","신창시장","119","호박(인큐베이터)","1개","1000","2018-09","경기도","2018-09-27","001","전통시장","320000","도봉구"
"1301121","26","신창시장","58","쇠고기(한우불고기)","600g","24000","2018-09","안심한우100g4000원","2018-09-27","001","전통시장","320000","도봉구"
"1301122","26","신창시장","52","돼지고기(삼겹살)","600g","13800","2018-09","선진포크100g2300원","2018-09-27","001","전통시장","320000","도봉구"
"1301123","26","신창시장","283","닭고기(육계)","1마리 1kg","6000","2018-09","전라도하림","2018-09-27","001","전통시장","320000","도봉구"
"1301124","26","신창시장","171","달걀(10개)","10개","2000","2018-09","경기도영양란","2018-09-27","001","전통시장","320000","도봉구"
"1301125","26","신창시장","320","달걀(30개)","30개","5000","2018-09","경기도특란","2018-09-27","001","전통시장","320000","도봉구"
"1301126","26","신창시장","260","조기(냉동수입산)","1마리 11cm","1000","2018-09","중국산참조기 10마리10000원","2018-09-27","001","전통시장","320000","도봉구"
"1301127","26","신창시장","152","명태(러시아냉동)","1마리 43cm","3000","2018-09","","2018-09-27","001","전통시장","320000","도봉구"
"1301128","26","신창시장","256","오징어(냉동국산)","1마리 30cm","4500","2018-09","속초2마리9000원","2018-09-27","001","전통시장","320000","도봉구"
"1301129","26","신창시장","266","고등어(생물국산)","1마리 30cm","2500","2018-09","부산2마리5000원","2018-09-27","001","전통시장","320000","도봉구"
"1301130","28","홈플러스 방학점","305","사과(부사 300g)","1개 246g","1498","2018-09","경북6개8990원","2018-09-27","002","대형마트","320000","도봉구"
"1301131","28","홈플러스 방학점","306","배(신고 600g)","1개 819g","4300","2018-09","전라도3개12900원","2018-09-27","002","대형마트","320000","도봉구"
"1301132","28","홈플러스 방학점","307","배추(2.5~3kg)","1포기 1.9kg","5490","2018-09","강원도","2018-09-27","002","대형마트","320000","도봉구"
"1301133","28","홈플러스 방학점","308","무(1kg)","1개 1.4kg","2990","2018-09","강원도","2018-09-27","002","대형마트","320000","도봉구"
"1301134","28","홈플러스 방학점","309","양파(1.5kg망)","2kg","3190","2018-09","무안","2018-09-27","002","대형마트","320000","도봉구"
"1301135","28","홈플러스 방학점","310","상추(100g)","100g","1495","2018-09","경기도200g2990원","2018-09-27","002","대형마트","320000","도봉구"
"1301136","28","홈플러스 방학점","311","오이(다다기)","1개","790","2018-09","경기도","2018-09-27","002","대형마트","320000","도봉구"
"1301137","28","홈플러스 방학점","119","호박(인큐베이터)","1개","1395","2018-09","경기도2개2790원","2018-09-27","002","대형마트","320000","도봉구"
"1301138","28","홈플러스 방학점","58","쇠고기(한우불고기)","600g","25740","2018-09","안심한우100g4290원","2018-09-27","002","대형마트","320000","도봉구"
"1301139","28","홈플러스 방학점","52","돼지고기(삼겹살)","600g","11880","2018-09","일품포크100g1980원","2018-09-27","002","대형마트","320000","도봉구"
"1301140","28","홈플러스 방학점","283","닭고기(육계)","1마리 1kg","6790","2018-09","경남콜센황금닭절단","2018-09-27","002","대형마트","320000","도봉구"
"1301141","28","홈플러스 방학점","171","달걀(10개)","10개","2690","2018-09","경기도신선특란","2018-09-27","002","대형마트","320000","도봉구"
"1301142","28","홈플러스 방학점","320","달걀(30개)","30개","5790","2018-09","경기도특란","2018-09-27","002","대형마트","320000","도봉구"
"1301143","28","홈플러스 방학점","260","조기(냉동수입산)","1마리 24cm","4490","2018-09","중국산부세조기","2018-09-27","002","대형마트","320000","도봉구"
"1301144","28","홈플러스 방학점","152","명태(러시아냉동)","1마리 43cm","3290","2018-09","","2018-09-27","002","대형마트","320000","도봉구"
"1301145","28","홈플러스 방학점","256","오징어(냉동국산)","1마리 30cm","3790","2018-09","속초2마리7580원","2018-09-27","002","대형마트","320000","도봉구"
"1301146","28","홈플러스 방학점","266","고등어(생물국산)","1마리 30cm","3495","2018-09","부산2마리6990원","2018-09-27","002","대형마트","320000","도봉구"
"1301147","27","이마트 창동점","305","사과(부사 300g)","1개 243g","1283","2018-09","경북7개8980원","2018-09-27","002","대형마트","320000","도봉구"
"1301148","27","이마트 창동점","306","배(신고 600g)","1개795g","3200","2018-09","전라도4개12800원","2018-09-27","002","대형마트","320000","도봉구"
"1301149","27","이마트 창동점","307","배추(2.5~3kg)","1포기 1.4kg","4980","2018-09","강원도","2018-09-27","002","대형마트","320000","도봉구"
"1301150","27","이마트 창동점","308","무(1kg)","1개 1.3kg","3280","2018-09","강원도","2018-09-27","002","대형마트","320000","도봉구"
"1301151","27","이마트 창동점","309","양파(1.5kg망)","1.5kg","2400","2018-09","무안100g160원","2018-09-27","002","대형마트","320000","도봉구"
"1301152","27","이마트 창동점","310","상추(100g)","100g","1490","2018-09","경기도200g2980원","2018-09-27","002","대형마트","320000","도봉구"
"1301153","27","이마트 창동점","311","오이(다다기)","1개","798","2018-09","경기도5개3990원","2018-09-27","002","대형마트","320000","도봉구"
"1301154","27","이마트 창동점","119","호박(인큐베이터)","1개","1480","2018-09","경기도","2018-09-27","002","대형마트","320000","도봉구"
"1301155","27","이마트 창동점","58","쇠고기(한우불고기)","600g","29400","2018-09","명실상감100g4900원","2018-09-27","002","대형마트","320000","도봉구"
"1301156","27","이마트 창동점","52","돼지고기(삼겹살)","600g","11880","2018-09","국내산100g1980원","2018-09-27","002","대형마트","320000","도봉구"
"1301157","27","이마트 창동점","283","닭고기(육계)","1마리 1kg","5800","2018-09","전라도마니커","2018-09-27","002","대형마트","320000","도봉구"
"1301158","27","이마트 창동점","171","달걀(10개)","10개","2580","2018-09","경기도난이생생특란","2018-09-27","002","대형마트","320000","도봉구"
"1301159","27","이마트 창동점","320","달걀(30개)","30개","5580","2018-09","경기도대란","2018-09-27","002","대형마트","320000","도봉구"
"1301160","27","이마트 창동점","136","조기(국산생물)","1마리 12cm","1580","2018-09","제주도","2018-09-27","002","대형마트","320000","도봉구"
"1301161","27","이마트 창동점","152","명태(러시아냉동)","1마리 42cm","5680","2018-09","","2018-09-27","002","대형마트","320000","도봉구"
"1301162","27","이마트 창동점","254","오징어(생물국산)","1마리 30cm","3990","2018-09","소초2마리7980원","2018-09-27","002","대형마트","320000","도봉구"
"1301163","27","이마트 창동점","266","고등어(생물국산)","1마리 30cm","2980","2018-09","부산2마리5960원","2018-09-27","002","대형마트","320000","도봉구"
"1301164","96","공릉동 도깨비시장","305","사과(부사 300g)","1개","3000","2018-09","홍로","2018-09-27","001","전통시장","350000","노원구"
"1301165","96","공릉동 도깨비시장","306","배(신고 600g)","1개","3000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301166","96","공릉동 도깨비시장","307","배추(2.5~3kg)","1포기","7000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301167","96","공릉동 도깨비시장","308","무(1kg)","1개","4000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301168","96","공릉동 도깨비시장","309","양파(1.5kg망)","1망","2500","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301169","96","공릉동 도깨비시장","23","상추","100g","2000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301170","96","공릉동 도깨비시장","311","오이(다다기)","1개","600","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301171","96","공릉동 도깨비시장","312","애호박","1개","1000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301172","96","공릉동 도깨비시장","58","쇠고기(한우불고기)","600g","24000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301173","96","공릉동 도깨비시장","99","돼지고기(생삼겹살)","600g","14400","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301174","96","공릉동 도깨비시장","283","닭고기(육계)","1마리","7000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301175","96","공릉동 도깨비시장","181","달걀(왕란)","10개","2500","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301176","96","공릉동 도깨비시장","134","달걀(왕란)","30개","6000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301177","96","공릉동 도깨비시장","260","조기(냉동수입산)","1마리","4000","2018-09","부세중국산","2018-09-27","001","전통시장","350000","노원구"
"1301178","96","공릉동 도깨비시장","152","명태(러시아냉동)","1마리","3000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301179","96","공릉동 도깨비시장","254","오징어(생물국산)","1마리","4000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301180","96","공릉동 도깨비시장","266","고등어(생물국산)","1마리","4000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301181","210","상계중앙시장","305","사과(부사 300g)","1개","4000","2018-09","홍로","2018-09-27","001","전통시장","350000","노원구"
"1301182","210","상계중앙시장","306","배(신고 600g)","1개","4000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301183","210","상계중앙시장","307","배추(2.5~3kg)","1포기","8000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301184","210","상계중앙시장","308","무(1kg)","1개","4000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301185","210","상계중앙시장","309","양파(1.5kg망)","1망","2500","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301186","210","상계중앙시장","23","상추","100g","2200","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301187","210","상계중앙시장","311","오이(다다기)","1개","600","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301188","210","상계중앙시장","312","애호박","1개","1000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301189","210","상계중앙시장","58","쇠고기(한우불고기)","600g","25000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301190","210","상계중앙시장","99","돼지고기(생삼겹살)","600g","13800","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301191","210","상계중앙시장","283","닭고기(육계)","1마리","6000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301192","210","상계중앙시장","181","달걀(왕란)","10개","3000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301193","210","상계중앙시장","134","달걀(왕란)","30개","6000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301194","210","상계중앙시장","260","조기(냉동수입산)","1마리","6000","2018-09","부세중국산","2018-09-27","001","전통시장","350000","노원구"
"1301195","210","상계중앙시장","152","명태(러시아냉동)","1마리","3000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301196","210","상계중앙시장","254","오징어(생물국산)","1마리","4000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301197","210","상계중앙시장","266","고등어(생물국산)","1마리","5000","2018-09","","2018-09-27","001","전통시장","350000","노원구"
"1301198","100","홈플러스 중계점","305","사과(부사 300g)","1개","1790","2018-09","홍로","2018-09-27","002","대형마트","350000","노원구"
"1301199","100","홈플러스 중계점","306","배(신고 600g)","1개","3990","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301200","100","홈플러스 중계점","307","배추(2.5~3kg)","1포기","5490","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301201","100","홈플러스 중계점","308","무(1kg)","1개","2990","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301202","100","홈플러스 중계점","309","양파(1.5kg망)","1망","2990","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301203","100","홈플러스 중계점","23","상추","190g","2990","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301204","100","홈플러스 중계점","311","오이(다다기)","1개","790","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301205","100","홈플러스 중계점","312","애호박","1개","1790","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301206","100","홈플러스 중계점","58","쇠고기(한우불고기)","600g","25740","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301207","100","홈플러스 중계점","299","삼겹살","600g","17340","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301208","100","홈플러스 중계점","138","닭고기(토종닭)","1마리","8990","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301209","100","홈플러스 중계점","181","달걀(왕란)","10개","2690","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301210","100","홈플러스 중계점","181","달걀(왕란)","30개","5780","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301211","100","홈플러스 중계점","260","조기(냉동수입산)","1마리","3690","2018-09","부세중국산","2018-09-27","002","대형마트","350000","노원구"
"1301212","100","홈플러스 중계점","264","명태(냉동수입산)","1마리","4990","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301213","100","홈플러스 중계점","257","오징어(냉동수입산)","1마리","2000","2018-09","원양산","2018-09-27","002","대형마트","350000","노원구"
"1301214","100","홈플러스 중계점","269","고등어(냉동수입산)","1마리","3000","2018-09","노르웨이","2018-09-27","002","대형마트","350000","노원구"
"1301215","98","롯데백화점 노원점","305","사과(부사 300g)","1개","4000","2018-09","홍로","2018-09-27","002","대형마트","350000","노원구"
"1301216","98","롯데백화점 노원점","306","배(신고 600g)","1개","5800","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301217","98","롯데백화점 노원점","125","배추(국산)","1포기","4980","2018-09","솎은배추","2018-09-27","002","대형마트","350000","노원구"
"1301218","98","롯데백화점 노원점","25","무","1개","4980","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301219","98","롯데백화점 노원점","309","양파(1.5kg망)","1망","4500","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301220","98","롯데백화점 노원점","23","상추","150g","2980","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301221","98","롯데백화점 노원점","311","오이(다다기)","1개","1290","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301222","98","롯데백화점 노원점","119","호박(인큐베이터)","1개","2980","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301223","98","롯데백화점 노원점","58","쇠고기(한우불고기)","600g","51000","2018-09","1++대관령한우","2018-09-27","002","대형마트","350000","노원구"
"1301224","98","롯데백화점 노원점","99","돼지고기(생삼겹살)","600g","24420","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301225","98","롯데백화점 노원점","138","닭고기(토종닭)","1마리","12900","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301226","98","롯데백화점 노원점","171","달걀(10개)","10개","6500","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301227","98","롯데백화점 노원점","320","달걀(30개)","30개","8900","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301228","98","롯데백화점 노원점","260","조기(냉동수입산)","1마리","10000","2018-09","부세중국산","2018-09-27","002","대형마트","350000","노원구"
"1301229","98","롯데백화점 노원점","152","명태(러시아냉동)","1마리","0","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301230","98","롯데백화점 노원점","256","오징어(냉동국산)","1마리","6300","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301231","98","롯데백화점 노원점","266","고등어(생물국산)","1마리","5000","2018-09","","2018-09-27","002","대형마트","350000","노원구"
"1301232","109","고척근린시장","28","사과","1개","1667","2018-09","3개5000원","2018-09-27","001","전통시장","530000","구로구"
"1301233","109","고척근린시장","306","배(신고 600g)","1개","2500","2018-09","4개10000원","2018-09-27","001","전통시장","530000","구로구"
"1301234","109","고척근린시장","307","배추(2.5~3kg)","1포기","9000","2018-09","국내산","2018-09-27","001","전통시장","530000","구로구"
"1301235","109","고척근린시장","308","무(1kg)","1개","3000","2018-09","국내산","2018-09-27","001","전통시장","530000","구로구"
"1301236","109","고척근린시장","272","양파(작은망)","1망","3000","2018-09","국내산","2018-09-27","001","전통시장","530000","구로구"
"1301237","109","고척근린시장","23","상추","100g","1000","2018-09","1근4000원","2018-09-27","001","전통시장","530000","구로구"
"1301238","109","고척근린시장","22","오이","1개","667","2018-09","3개2000원","2018-09-27","001","전통시장","530000","구로구"
"1301239","109","고척근린시장","312","애호박","1개","1500","2018-09","청원","2018-09-27","001","전통시장","530000","구로구"
"1301240","109","고척근린시장","58","쇠고기(한우불고기)","600g","30000","2018-09","100g5000원","2018-09-27","001","전통시장","530000","구로구"
"1301241","109","고척근린시장","202","돼지고기(생삼겹살)","600g","13800","2018-09","100g2300원","2018-09-27","001","전통시장","530000","구로구"
"1301242","109","고척근린시장","283","닭고기(육계)","1마리","5000","2018-09","국내산","2018-09-27","001","전통시장","530000","구로구"
"1301243","109","고척근린시장","171","달걀(10개)","10개","2000","2018-09","","2018-09-27","001","전통시장","530000","구로구"
"1301244","109","고척근린시장","320","달걀(30개)","30개","4500","2018-09","","2018-09-27","001","전통시장","530000","구로구"
"1301245","109","고척근린시장","259","조기(냉동국산)","1마리(15cm)","1000","2018-09","10마리10000원","2018-09-27","001","전통시장","530000","구로구"
"1301246","109","고척근린시장","152","명태(러시아냉동)","1마리(30cm)","3000","2018-09","","2018-09-27","001","전통시장","530000","구로구"
"1301247","109","고척근린시장","256","오징어(냉동국산)","1마리(25cm)","3500","2018-09","2마리7000원","2018-09-27","001","전통시장","530000","구로구"
"1301248","109","고척근린시장","266","고등어(생물국산)","1마리(20cm)","3000","2018-09","","2018-09-27","001","전통시장","530000","구로구"
"1301249","108","남구로시장","28","사과","1개","1500","2018-09","국내산","2018-09-27","001","전통시장","530000","구로구"
"1301250","108","남구로시장","306","배(신고 600g)","1개","2500","2018-09","4개10000원","2018-09-27","001","전통시장","530000","구로구"
"1301251","108","남구로시장","307","배추(2.5~3kg)","1포기","8000","2018-09","국내산","2018-09-27","001","전통시장","530000","구로구"
"1301252","108","남구로시장","308","무(1kg)","1개","2500","2018-09","국내산","2018-09-27","001","전통시장","530000","구로구"
"1301253","108","남구로시장","272","양파(작은망)","1망","2500","2018-09","국내산","2018-09-27","001","전통시장","530000","구로구"
"1301254","108","남구로시장","23","상추","100g","1000","2018-09","1근4000원","2018-09-27","001","전통시장","530000","구로구"
"1301255","108","남구로시장","22","오이","1개","667","2018-09","3개2000원","2018-09-27","001","전통시장","530000","구로구"
"1301256","108","남구로시장","312","애호박","1개","1500","2018-09","바이오","2018-09-27","001","전통시장","530000","구로구"
"1301257","108","남구로시장","58","쇠고기(한우불고기)","600g","30000","2018-09","100g5000원","2018-09-27","001","전통시장","530000","구로구"
"1301258","108","남구로시장","202","돼지고기(생삼겹살)","600g","13200","2018-09","100g2200원","2018-09-27","001","전통시장","530000","구로구"
"1301259","108","남구로시장","283","닭고기(육계)","1마리","5000","2018-09","국내산","2018-09-27","001","전통시장","530000","구로구"
"1301260","108","남구로시장","171","달걀(10개)","10개","2000","2018-09","","2018-09-27","001","전통시장","530000","구로구"
"1301261","108","남구로시장","320","달걀(30개)","30개","4000","2018-09","","2018-09-27","001","전통시장","530000","구로구"
"1301262","108","남구로시장","260","조기(냉동수입산)","1마리(18cm)","1667","2018-09","6마리10000원부새","2018-09-27","001","전통시장","530000","구로구"
"1301263","108","남구로시장","152","명태(러시아냉동)","1마리(30cm)","2500","2018-09","2마리5000원","2018-09-27","001","전통시장","530000","구로구"
"1301264","108","남구로시장","256","오징어(냉동국산)","1마리(25cm)","3333","2018-09","3마리10000원","2018-09-27","001","전통시장","530000","구로구"
"1301265","108","남구로시장","266","고등어(생물국산)","1마리(20cm)","3000","2018-09","","2018-09-27","001","전통시장","530000","구로구"
"1301266","112","애경백화점","28","사과","1개","2500","2018-09","4개10000원홍로","2018-09-27","002","대형마트","530000","구로구"
"1301267","112","애경백화점","27","배","1개","2475","2018-09","4개9900원 원황","2018-09-27","002","대형마트","530000","구로구"
"1301268","112","애경백화점","307","배추(2.5~3kg)","1포기","9500","2018-09","국내산","2018-09-27","002","대형마트","530000","구로구"
"1301269","112","애경백화점","25","무","1개","2490","2018-09","국내산","2018-09-27","002","대형마트","530000","구로구"
"1301270","112","애경백화점","272","양파(작은망)","1망","2690","2018-09","국내산","2018-09-27","002","대형마트","530000","구로구"
"1301271","112","애경백화점","23","상추","100g","2079","2018-09","240g4990원","2018-09-27","002","대형마트","530000","구로구"
"1301272","112","애경백화점","22","오이","1개","900","2018-09","3개2700원","2018-09-27","002","대형마트","530000","구로구"
"1301273","112","애경백화점","312","애호박","1개","1990","2018-09","해솔촌","2018-09-27","002","대형마트","530000","구로구"
"1301274","112","애경백화점","58","쇠고기(한우불고기)","600g","26880","2018-09","100g4480원","2018-09-27","002","대형마트","530000","구로구"
"1301275","112","애경백화점","202","돼지고기(생삼겹살)","600g","16680","2018-09","100g2780원","2018-09-27","002","대형마트","530000","구로구"
"1301276","112","애경백화점","283","닭고기(육계)","1마리","8500","2018-09","목우촌12호","2018-09-27","002","대형마트","530000","구로구"
"1301277","112","애경백화점","171","달걀(10개)","10개","3500","2018-09","아침계란","2018-09-27","002","대형마트","530000","구로구"
"1301278","112","애경백화점","320","달걀(30개)","30개","5490","2018-09","판란","2018-09-27","002","대형마트","530000","구로구"
"1301279","112","애경백화점","136","조기(국산생물)","1마리(15cm)","5900","2018-09","백조기","2018-09-27","002","대형마트","530000","구로구"
"1301280","112","애경백화점","264","명태(냉동수입산)","1마리(30cm)","5900","2018-09","","2018-09-27","002","대형마트","530000","구로구"
"1301281","112","애경백화점","254","오징어(생물국산)","1마리(25cm)","4450","2018-09","2마리8900원","2018-09-27","002","대형마트","530000","구로구"
"1301282","112","애경백화점","266","고등어(생물국산)","1마리(20cm)","6900","2018-09","","2018-09-27","002","대형마트","530000","구로구"
"1301283","110","이마트 신도림점","28","사과","1개","2245","2018-09","4-7개8980원당찬","2018-09-27","002","대형마트","530000","구로구"
"1301284","110","이마트 신도림점","306","배(신고 600g)","1개","3450","2018-09","4개13800원알뜰","2018-09-27","002","대형마트","530000","구로구"
"1301285","110","이마트 신도림점","307","배추(2.5~3kg)","1포기","4980","2018-09","태백고냉지","2018-09-27","002","대형마트","530000","구로구"
"1301286","110","이마트 신도림점","308","무(1kg)","1개","2780","2018-09","국내산","2018-09-27","002","대형마트","530000","구로구"
"1301287","110","이마트 신도림점","309","양파(1.5kg망)","1망","2980","2018-09","1.8kg후레쉬","2018-09-27","002","대형마트","530000","구로구"
"1301288","110","이마트 신도림점","23","상추","100g","1490","2018-09","200g2980원","2018-09-27","002","대형마트","530000","구로구"
"1301289","110","이마트 신도림점","22","오이","1개","716","2018-09","5개3580원(행사)","2018-09-27","002","대형마트","530000","구로구"
"1301290","110","이마트 신도림점","312","애호박","1개","1990","2018-09","바이오","2018-09-27","002","대형마트","530000","구로구"
"1301291","110","이마트 신도림점","58","쇠고기(한우불고기)","600g","29400","2018-09","100g4900원(행사)","2018-09-27","002","대형마트","530000","구로구"
"1301292","110","이마트 신도림점","202","돼지고기(생삼겹살)","600g","11340","2018-09","100g1890원","2018-09-27","002","대형마트","530000","구로구"
"1301293","110","이마트 신도림점","283","닭고기(육계)","1마리","5800","2018-09","올품1000g","2018-09-27","002","대형마트","530000","구로구"
"1301294","110","이마트 신도림점","171","달걀(10개)","10개","2580","2018-09","난이생생","2018-09-27","002","대형마트","530000","구로구"
"1301295","110","이마트 신도림점","320","달걀(30개)","30개","5580","2018-09","알찬란","2018-09-27","002","대형마트","530000","구로구"
"1301296","110","이마트 신도림점","259","조기(냉동국산)","1마리(15cm)","1980","2018-09","5마리9900원","2018-09-27","002","대형마트","530000","구로구"
"1301297","110","이마트 신도림점","152","명태(러시아냉동)","1마리(30cm)","4694","2018-09","100g480원","2018-09-27","002","대형마트","530000","구로구"
"1301298","110","이마트 신도림점","256","오징어(냉동국산)","1마리(25cm)","3990","2018-09","2마리7980원","2018-09-27","002","대형마트","530000","구로구"
"1301299","110","이마트 신도림점","266","고등어(생물국산)","1마리(20cm)","3480","2018-09","2마리6960원","2018-09-27","002","대형마트","530000","구로구"
"1301300","114","현대시장","305","사과(부사 300g)","1개","2000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301301","114","현대시장","306","배(신고 600g)","1개","3000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301302","114","현대시장","307","배추(2.5~3kg)","1개","6000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301303","114","현대시장","308","무(1kg)","1개","3000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301304","114","현대시장","309","양파(1.5kg망)","1개","3500","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
"1301305","114","현대시장","310","상추(100g)","1개","2000","2018-09","국산","2018-09-27","001","전통시장","545000","금천구"
